lng,lat,_v,t_e,estacion_id,distrito,provincia,departamento,tipo_2,tipo,code_tipo,name
-79.550277777778,-6.7669444444444,C,H,200906,PUCALA,CHICLAYO,LAMBAYEQUE,Hidrologica,Convencional,CON,DESAGUADERO - 200906
-79.792222222222,-6.6322222222222,F,M,106123,FERREÑAFE,FERREÑAFE,LAMBAYEQUE,Meteorologica,Automatica - Davis,DAV,FERREÑAFE - 106123
-79.4695,-6.3736388888889,F,M,003114,INCAHUASI,FERREÑAFE,LAMBAYEQUE,Meteorologica,Convencional,CON,PUCHACA - 003114
-79.318638888889,-6.2336944444444,F,M,000307,INCAHUASI,FERREÑAFE,LAMBAYEQUE,Meteorologica,Convencional,CON,INCAHUASI - 000307
-79.466944444444,-6.3502777777778,C,M,153114,INCAHUASI,FERREÑAFE,LAMBAYEQUE,Meteorologica,Convencional,CON,PUCHACA - 153114
-79.4045,-6.1313,F,M,153102,INCAHUASI,FERREÑAFE,LAMBAYEQUE,Meteorologica,Convencional,CON,CUEVA BLANCA - 153102
-79.318611111111,-6.2336111111111,P,M2,106125,INCAHUASI,FERREÑAFE,LAMBAYEQUE,Meteorologica 2,Automatica - Davis,DAV,INCAHUASI - 106125
-79.466972222222,-6.3731666666667,F,H,200801,INCAHUASI,FERREÑAFE,LAMBAYEQUE,Hidrologica,Convencional,CON,PUCHACA - 200801
-79.633611111111,-6.6669444444444,P,H,200908,MANUEL ANTONIO MESONES MURO,FERREÑAFE,LAMBAYEQUE,Hidrologica,Convencional,CON,RESERVORIO TINAJONES - 200908
-79.700277777778,-6.5002777777778,C,H,200904,PITIPO,FERREÑAFE,LAMBAYEQUE,Hidrologica,Convencional,CON,DESAGUADERO - 200904
-79.902444444444,-6.7315277777778,F,M,000301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,LAMBAYEQUE - 000301
-79.768333333333,-6.3327777777778,F,M,000333,JAYANCA,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,JAYANCA (LA VIÑA) - 000333
-79.916944444444,-6.1836111111111,C,M,153100,JAYANCA,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,PAÑALA - 153100
-80.016944444444,-6.5336111111111,P,M,000394,MORROPE,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,MORROPE - 000394
-80.700277777778,-6.9669444444444,C,M,000330,MORROPE,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,ISLA LOBOS DE AFUERA - 000330
-79.733611111111,-6.1502777777778,P,M,000334,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,MOTUPE - 000334
-79.682027777778,-6.0669166666667,F,M,47201542,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Automatica - Sutron,SUT,MOTUPE - 47201542
-79.650277777778,-6.1002777777778,C,H,200702,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,Hidrologica,Convencional,CON,MARRIPON - 200702
-79.700277777778,-6.0836111111111,C,H,200701,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,Hidrologica,Convencional,CON,HUALLABAMBA - 200701
-79.700277777778,-6.0669444444444,C,H,220810,MOTUPE,LAMBAYEQUE,LAMBAYEQUE,Hidrologica,Convencional,CON,TANGORRAPE - 220810
-79.859722222222,-5.7641666666667,P,M,000236,OLMOS,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,OLMOS - 000236
-79.969888888889,-5.5808333333333,F,M,152107,OLMOS,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,VIRREY - 152107
-79.971722222222,-5.9174444444444,F,M,105121,OLMOS,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,PASAJE SUR - 105121
-80.204666666667,-5.9246111111111,F,M,105122,OLMOS,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,CERRO DE ARENA - 105122
-79.819111111111,-5.8371388888889,F,M1,4726F67E,OLMOS,LAMBAYEQUE,LAMBAYEQUE,Meteorologica 1,Automatica - Sutron,SUT,OLMOS - 4726F67E
-79.819111111111,-5.8371388888889,F,M,000262,OLMOS,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,PASABAR - 000262
-79.900277777778,-6.4836111111111,C,M,000243,TUCUME,LAMBAYEQUE,LAMBAYEQUE,Meteorologica,Convencional,CON,GRANJA MILITAR SASAPE - 000243
